smiles,log_p,C,O,N,F,Cl,benzene,NH2,unbrch_alkane,Al_COO,Al_OH_noTert,Al_OH,C_O,NH0,ether,NH1
CCCCN(C)CCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1,2.05,16,5,1,0,0,1,0,0,0,0,0,0,1,3,0
CS(=O)(=O)c1ccc(C(=O)O)cc1,0.67,8,4,0,0,0,1,0,0,0,0,0,1,0,0,0
Cc1nonc1C,0.71,4,1,2,0,0,0,0,0,0,0,0,0,2,0,0
[N-]=[N+]=N[C@H]1C[C@H](n2ccc(N)nc2=O)O[C@@H]1CO,-0.7,9,3,6,0,0,0,1,0,0,1,1,0,5,1,0
C#CCOC(=O)[C@@H](C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,3.9,17,4,1,1,1,1,0,0,0,0,0,1,1,3,0
c1ccc(Cn2cnnn2)cc1,1.36,8,0,4,0,0,1,0,0,0,0,0,0,4,0,0
CCC(=O)C1(c2cccc(OC(=O)OCC(C)C)c2)CCN(C)CC1,2.38,20,4,1,0,0,1,0,0,0,0,0,2,1,2,0
Cc1cc2c(nc1N)[nH]c1ccccc12,2.9,12,0,3,0,0,1,1,0,0,0,0,0,1,0,1
CC1=CCC(=C(C)C)CC1,4.47,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1CCCC(c2ccccc2)(N2CCCCC2)C1,5.86,18,0,1,0,0,1,0,0,0,0,0,0,1,0,0
O=C1CN=C(c2ccc(Cl)cc2)c2cc(Br)ccc2N1,3.78,15,1,2,0,1,2,0,0,0,0,0,1,1,0,1
Cc1ccc(C)c(Cl)c1,3.86,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0
CCOC(=O)CCC(C)n1nnc2ccccc21,2.64,13,2,3,0,0,1,0,0,0,0,0,1,3,1,0
COc1ccc(NC(N)=O)cc1Cl,1.37,8,2,2,0,1,1,1,0,0,0,0,1,0,1,1
Cc1cc(NN)ncn1,0.62,5,0,4,0,0,0,1,0,0,0,0,0,2,0,1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1OCOC,3.78,20,6,1,0,0,1,0,0,0,0,0,2,0,4,1
CCOc1cncc(OC)n1,1.98,7,2,2,0,0,0,0,0,0,0,0,0,2,2,0
CC1(NC(=O)Nc2ccccc2)CCCCC1,3.6,14,1,2,0,0,1,0,0,0,0,0,1,0,0,2
CC(=O)Nc1cncc(C)n1,0.38,7,1,3,0,0,0,0,0,0,0,0,1,2,0,1
Cc1[nH]cnc1CSCCNc1cccc(=O)[nH]1,0.79,12,1,4,0,0,0,0,2,0,0,0,0,1,0,3
Cc1cccc2nccnc12,2.04,9,0,2,0,0,1,0,0,0,0,0,0,2,0,0
OCCOCCOCCN1CCC(=C(c2ccccc2)c2ccccc2)CC1,3.78,24,3,1,0,0,2,0,5,0,1,1,0,1,2,0
OCC(F)(F)C(F)(F)F,1.23,3,1,0,5,0,0,0,0,0,1,1,0,0,0,0
O=C(COc1ccccc1)N1CCCCC1,1.81,13,2,1,0,0,1,0,0,0,0,0,1,1,1,0
N#CC(C#N)=NNc1ccc(Cl)cc1,3.39,9,0,4,0,1,1,0,0,0,0,0,0,3,0,1
CC(C)CN(CC(C)C)C(=O)COC(=O)c1ccccc1,3.8,17,3,1,0,0,1,0,0,0,0,0,2,1,1,0
Cc1nnc(SCc2ccccc2)s1,2.35,10,0,2,0,0,1,0,0,0,0,0,0,2,0,0
CCOC(=O)C(=Cc1ccccc1C)C(C)=O,2.66,14,3,0,0,0,1,0,0,0,0,0,2,0,1,0
O=C(O)c1ccccc1C(=O)O,0.73,8,4,0,0,0,1,0,0,0,0,0,2,0,0,0
Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1,3.9,10,2,2,1,2,1,0,0,0,0,0,0,2,0,0
COC(=O)n1cc(F)c(=O)[nH]c1=O,-0.68,6,4,2,1,0,0,0,0,0,0,0,1,1,1,1
Cc1cccc(C)c1NC(=O)CCCCCN,1.29,14,1,2,0,0,1,1,2,0,0,0,1,0,0,1
Nc1ccn(C2CC(CO)C(O)C2O)c(=O)n1,-2.41,10,4,3,0,0,0,1,0,0,3,3,0,2,0,0
COc1ccc(Cl)cc1C(=O)NCCc1ccc(C(=O)O)cc1,3.4,17,4,1,0,1,2,0,0,0,0,0,2,0,1,1
COc1ccc(NC=O)cc1,1.03,8,2,1,0,0,1,0,0,0,0,0,1,0,1,1
COc1ccc(S(I)=C(N(C)C)N(C)C)cc1,-0.51,12,1,2,0,0,1,0,0,0,0,0,0,2,1,0
O=C1C=CC(=O)C(Cl)=C1,0.84,6,2,0,0,1,0,0,0,0,0,0,2,0,0,0
CN(C)CCOC(=O)c1ccc([N+](=O)[O-])cc1,1.7,11,4,2,0,0,1,0,0,0,0,0,1,2,1,0
C=CCOc1cc(N)ccc1C(=O)O,1.25,10,3,1,0,0,1,1,0,0,0,0,1,0,1,0
COc1ccc(-c2cc3cnccc3[nH]2)c(OC)c1,3.5,15,2,2,0,0,1,0,0,0,0,0,0,1,2,1
CC(=O)OCc1coc(Cc2ccccc2)c1,3.24,14,3,0,0,0,1,0,0,0,0,0,1,0,1,0
Cc1cc2c(o1)c(C)c(C)c1ccc(=O)oc12,3.26,14,3,0,0,0,1,0,0,0,0,0,0,0,0,0
CCCCOCCCC,3.21,8,1,0,0,0,0,0,4,0,0,0,0,0,1,0
O=C(O)C=CC=Cc1ccccc1,3.15,11,2,0,0,0,1,0,0,1,0,0,1,0,0,0
O=C(O)c1ccc(CCl)cc1,2.12,8,2,0,0,1,1,0,0,0,0,0,1,0,0,0
CCCC(=O)Oc1ccccc1C(=O)O,2.2,11,4,0,0,0,1,0,0,0,0,0,2,0,1,0
CC(C)OC(=O)n1cnc(CC(NC(=O)C2CCC(=O)N2)C(=O)N2CCCC2C(N)=O)c1,-0.8,20,6,6,0,0,0,1,0,0,0,0,5,3,1,2
CCOC(=O)CN1C(=O)CC1Oc1ccc(C(=O)C=Cc2ccccc2)cc1,3.3,22,5,1,0,0,2,0,0,0,0,0,3,1,2,0
O=C(OCc1ccccc1)c1cccnc1,2.4,13,2,1,0,0,1,0,0,0,0,0,1,1,1,0
O=C(O)Cc1cccc([N+](=O)[O-])c1,1.45,8,4,1,0,0,1,0,0,1,0,0,1,1,0,0
Cc1cccc(OC(=O)c2ccc(N)cc2O)c1,3.64,14,3,1,0,0,2,1,0,0,0,0,1,0,1,0
CNC[C@H](O)c1ccc(O)c(O)c1,-1.2,9,3,1,0,0,1,0,0,0,1,1,0,0,0,1
CC(C)OP(C)(=O)F,0.3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0
CC(C)N(C=Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1)C(C)C,0.01,16,5,4,0,0,0,0,0,0,3,3,0,4,1,0
OC(CNC1CCCCC1)CON=C(C1CC1)C1CC1,2.64,16,2,2,0,0,0,0,0,0,1,1,0,1,0,1
COc1cc(OC)nc(N=C(O)NS(=O)(=O)Nc2ccccc2C(=O)C2CC2)n1,2.05,17,6,5,0,0,1,0,0,0,1,1,1,3,2,2
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,1.91,21,4,5,0,0,1,0,0,0,0,0,2,2,0,3
COc1nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n1,3.64,6,1,3,0,6,0,0,0,0,0,0,0,3,1,0
O=C(O)C=COc1ccc(Cl)cc1Cl,3.46,9,3,0,0,2,1,0,0,1,0,0,1,0,1,0
O=C(O)C1CCN1CC(O)Cn1ccnc1,-2.02,10,3,3,0,0,0,0,0,1,1,1,1,3,0,0
N#CC(C#N)=Cc1ccc(Br)o1,2.16,8,1,2,0,0,0,0,0,0,0,0,0,2,0,0
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,2.47,15,2,2,0,0,2,0,0,0,0,0,2,0,0,2
Cc1ccccc1N1CCNCC1,2.14,11,0,2,0,0,1,0,0,0,0,0,0,1,0,1
OCC1OC(OCc2ccccc2)C(O)C(O)C1O,-0.7,13,6,0,0,0,1,0,0,0,4,4,0,0,2,0
CC(C)NC(=NC#N)NS(=O)(=O)c1cnccc1NC1CCCCC1,1.53,16,2,6,0,0,0,0,0,0,0,0,0,3,0,3
CC(=O)c1sc(S(C)=O)c(C#N)c1-c1ccc(Cl)cc1,3.31,14,2,1,0,1,1,0,0,0,0,0,1,1,0,0
O=c1nc(N=CN2CCCC2)ccn1C1CCC(CO)O1,-0.47,14,3,4,0,0,0,0,0,0,1,1,0,4,1,0
Cc1ccc(C(=O)N(C)C)cc1,1.72,10,1,1,0,0,1,0,0,0,0,0,1,1,0,0
CN(C)c1ccc(N=C=S)cc1,3.96,9,0,2,0,0,1,0,0,0,0,0,0,2,0,0
COC(=O)c1nccnc1C(=O)OC,-0.02,8,4,2,0,0,0,0,0,0,0,0,2,2,2,0
CC(C)C(NC(=O)C(N)Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)O,-0.32,32,6,4,0,0,3,1,0,1,0,0,4,0,0,3
COc1c(OC)c(OC(=O)C(C)C)c2ccccc2c1OC(=O)C(C)C,4.61,20,6,0,0,0,2,0,0,0,0,0,2,0,4,0
O=C(O)c1ccc(Br)cc1,2.86,7,2,0,0,0,1,0,0,0,0,0,1,0,0,0
COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(OC(C)=O)CC43OC(C)=O)C2)OC(C)C1O,2.95,34,10,0,0,0,0,0,0,0,1,1,3,0,6,0
CCCCC(CC)COC(=O)n1cnc(CC(NC(=O)C2CCC(=O)N2)C(=O)N2CCCC2C(N)=O)c1,1.82,25,6,6,0,0,0,1,0,0,0,0,5,3,1,2
CC(=O)Nc1c(Br)cccc1Br,1.53,8,1,1,0,0,1,0,0,0,0,0,1,0,0,1
N#Cc1cc(-c2ccncc2)cnc1Cl,1.74,11,0,3,0,1,0,0,0,0,0,0,0,3,0,0
Cc1ccccc1C(=O)NN,0.22,8,1,2,0,0,1,1,0,0,0,0,1,0,0,1
COc1cc(C)n(-c2cc(C)nc(C)n2)n1,2.6,11,1,4,0,0,0,0,0,0,0,0,0,4,1,0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,0.91,14,3,4,0,0,1,2,0,0,0,0,0,2,3,0
Clc1cc2c(Cl)ccc(Cl)c2cc1Cl,5.81,10,0,0,0,4,2,0,0,0,0,0,0,0,0,0
Cc1c(CNc2ccc(Cl)cc2)cnc2nc(N)nc(N)c12,2.03,15,0,6,0,1,1,2,0,0,0,0,0,3,0,1
[O-][n+]1cccc2ccccc21,0.36,9,1,1,0,0,1,0,0,0,0,0,0,1,0,0
CCCCCCCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,6.44,22,3,2,0,0,1,0,5,0,0,0,1,1,2,1
C=CCSc1ccccc1,3.51,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOC)C1c1cccc2c1OCO2,2.93,22,8,1,0,0,1,0,2,0,0,0,2,0,6,1
COc1ccc(Cc2cnc(N)nc2N)c(OC)c1OC,1.52,14,3,4,0,0,1,2,0,0,0,0,0,2,3,0
CCCCSC(=Nc1cccnc1)SCc1ccc(C(C)(C)C)cc1,7.0,21,0,2,0,0,1,0,1,0,0,0,0,2,0,0
CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,2.32,15,4,1,3,0,1,0,0,0,0,0,1,1,0,0
Fc1ccc(Cl)c(N=C2NCCN2)c1,1.52,9,0,3,1,1,1,0,0,0,0,0,0,1,0,2
O=C(O)c1c(Cl)cccc1[N+](=O)[O-],1.56,7,4,1,0,1,1,0,0,0,0,0,1,1,0,0
CC1CC(C)(C)CC(c2ccccc2)(N2CCCCC2)C1,6.35,20,0,1,0,0,1,0,0,0,0,0,0,1,0,0
O=C(Oc1ccccc1)c1ccccc1,3.59,13,2,0,0,0,2,0,0,0,0,0,1,0,1,0
CC(C)CC(N)Cc1ccccc1,3.29,12,0,1,0,0,1,1,0,0,0,0,0,0,0,0
COC(OC)(OC)c1ccccc1,2.27,10,3,0,0,0,1,0,0,0,0,0,0,0,3,0
Nc1c([N+](=O)[O-])cccc1[N+](=O)[O-],1.79,6,4,3,0,0,1,1,0,0,0,0,0,2,0,0
COC1=C(OC)C(=O)C(C)=C(C)C1=O,1.26,10,4,0,0,0,0,0,0,0,0,0,2,0,2,0
O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc32)N1,0.78,11,3,2,1,0,1,0,0,0,0,0,2,0,1,2
CN(C)CNC(=O)c1ccccc1,0.63,10,1,2,0,0,1,0,0,0,0,0,1,1,0,1
CS(=O)(=O)N(c1ccccc1)S(C)(=O)=O,0.62,8,4,1,0,0,1,0,0,0,0,0,0,1,0,0
CC(=O)C=Cc1ccc(C(F)(F)F)cc1,3.13,11,1,0,3,0,1,0,0,0,0,0,1,0,0,0
O=C1CCC(=O)N1c1ccc(Cl)cc1,0.96,10,2,1,0,1,1,0,0,0,0,0,2,1,0,0
CCCCOC(=O)Oc1cccc(C2(C(=O)CC)CCN(C)CC2)c1,2.42,20,4,1,0,0,1,0,1,0,0,0,2,1,2,0
CC1=C(C(=O)O)N2C(=O)C(NC(NC(=O)c3nn(-c4ccccc4)c(=O)[nH]c3=O)c3ccc(O)cc3)C2SC1,1.26,25,7,6,0,0,2,0,0,1,0,0,3,3,0,3
CNC(=O)NS(=O)(=O)Cc1ccccc1,0.54,9,3,2,0,0,1,0,0,0,0,0,1,0,0,2
Cc1ccccc1C(=O)O,2.46,8,2,0,0,0,1,0,0,0,0,0,1,0,0,0
O=C(O)c1cc(I)ccc1O,3.34,7,3,0,0,0,1,0,0,0,0,0,1,0,0,0
O=[N+]([O-])C=C1NCCN1Cc1ccncc1,-1.05,10,2,4,0,0,0,0,0,0,0,0,0,3,0,1
CCOC(=O)COC(=O)c1ccccc1OC(C)=O,1.67,13,6,0,0,0,1,0,0,0,0,0,3,0,3,0
CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,3.48,12,4,1,0,0,1,0,0,0,0,0,2,1,0,0
Cn1cnc([N+](=O)[O-])c1[N+](=O)[O-],0.41,4,4,4,0,0,0,0,0,0,0,0,0,4,0,0
Cn1cnc(I)c1[N+](=O)[O-],1.29,4,2,3,0,0,0,0,0,0,0,0,0,3,0,0
Oc1ccccc1Cl,2.15,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0
N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,0.08,22,0,10,0,2,2,0,5,0,0,0,0,0,0,10
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,2.97,20,2,0,0,0,0,0,0,0,0,1,1,0,0,0
CC(=O)NC(C)C(=O)NC(CC(C)C)C(N)=O,-0.54,11,3,3,0,0,0,1,0,0,0,0,3,0,0,2
Cc1cc2occc2c2oc(=O)ccc12,2.41,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0
O=S(=O)(Nc1ccc(Cl)cc1Cl)C(F)(F)F,3.88,7,2,1,3,2,1,0,0,0,0,0,0,0,0,1
CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,3.7,15,2,2,0,1,2,0,0,0,0,0,1,1,1,1
O=C(OCc1ccccc1)c1ccccc1,3.97,14,2,0,0,0,2,0,0,0,0,0,1,0,1,0
O=C1OC(c2ccccc2)c2ccccc21,2.64,14,2,0,0,0,2,0,0,0,0,0,1,0,1,0
CCCC(CC(C)=O)C(=O)O,1.31,8,3,0,0,0,0,0,0,1,0,0,2,0,0,0
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cc(F)c(F)c(F)c1F,3.44,18,2,2,4,0,2,0,0,0,0,0,2,1,0,1
OCC=Cc1ccccc1,1.95,9,1,0,0,0,1,0,0,0,1,1,0,0,0,0
FC(F)(F)c1ccccc1N=C1NCCN1,1.42,10,0,3,3,0,1,0,0,0,0,0,0,1,0,2
CNC(=O)Oc1cccc2ccccc12,2.36,12,2,1,0,0,2,0,0,0,0,0,1,0,1,1
C=CCC(NC(=O)C(Cc1ccc(OC)cc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)C(=O)C(F)(F)C(=O)NCCN1CCOCC1,2.73,36,9,6,2,0,1,0,0,0,0,0,4,2,3,4
Oc1ccc(Cn2cc[nH]c2=S)cc1F,1.12,10,1,2,1,0,1,0,0,0,0,0,0,1,0,1
COCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,2.86,17,2,2,0,1,2,0,0,0,0,0,1,2,1,0
CNC(=O)C=Cc1ccc([N+](=O)[O-])o1,0.98,8,4,2,0,0,0,0,0,0,0,0,1,1,0,1
CCOC(=O)CC(=O)C=Cc1ccc(C)cc1,2.63,14,3,0,0,0,1,0,0,0,0,0,2,0,1,0
COC(=O)c1c(C)no[n+]1[O-],0.69,5,4,2,0,0,0,0,0,0,0,0,1,2,1,0
NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,3.06,17,2,2,1,1,2,1,1,0,0,0,1,1,0,0
Cc1nc2c3c(c(C(N)=O)cn2c1C)CCC(c1ccccc1)O3,3.5,19,2,3,0,0,1,1,0,0,0,0,1,2,1,0
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,4.68,19,1,2,0,0,2,0,0,0,0,0,0,2,1,0
CSC(SC)=C(C(=O)OC(C)C)C(=O)OC(C)C,3.38,12,4,0,0,0,0,0,0,0,0,0,2,0,2,0
CC(CCl)OC(C)CCl,2.48,6,1,0,0,2,0,0,0,0,0,0,0,0,1,0
NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,-1.68,18,4,2,0,0,2,1,0,1,0,0,2,0,0,1
O=[N+]([O-])c1cnc(N=C2NCCN2)s1,1.38,6,2,5,0,0,0,0,0,0,0,0,0,3,0,2
CC(=O)Nc1c(C)cccc1[N+](=O)[O-],0.61,9,3,2,0,0,1,0,0,0,0,0,1,1,0,1
O=C(O)c1c(F)cccc1F,1.59,7,2,0,2,0,1,0,0,0,0,0,1,0,0,0
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,-0.96,9,5,2,0,0,0,0,0,0,2,2,0,1,1,1
Clc1ccc2ccc(Cl)cc2c1,4.81,10,0,0,0,2,2,0,0,0,0,0,0,0,0,0
CCCC1C(=O)N(CCN(C)C)c2ccccc2CC1c1ccc(OC)cc1,5.6,24,2,2,0,0,2,0,0,0,0,0,1,2,1,0
CCCc1nc(NCN2CCCC2=O)nc(N2CCOCC2)n1,1.62,15,2,6,0,0,0,0,0,0,0,0,1,5,1,1
COCCN(C)c1ccc(Nn2c(C)ccc2C)nn1,2.16,14,1,5,0,0,0,0,0,0,0,0,0,4,1,1
c1ccc2nnccc2c1,0.93,8,0,2,0,0,1,0,0,0,0,0,0,2,0,0
COc1cccc(OC)c1C(=O)Nc1nnc(-c2ccccc2)s1,3.5,17,3,3,0,0,2,0,0,0,0,0,1,2,2,1
CCCCN(C)C(=O)c1cccc(Oc2ccccc2)c1,3.89,18,2,1,0,0,2,0,0,0,0,0,1,1,1,0
Cc1nc2ccccc2c(=O)n1CC(=O)NNc1ccccc1,1.34,17,2,4,0,0,2,0,0,0,0,0,1,2,0,2
COc1ccccc1N1CCN(CCNC(=O)c2ccccc2)CC1,2.2,20,2,3,0,0,2,0,0,0,0,0,1,2,1,1
ClCC(Cl)CCl,2.27,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CCNC(=O)c1ccsc1,1.18,7,1,1,0,0,0,0,0,0,0,0,1,0,0,1
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,0.61,12,3,4,0,0,1,1,0,0,0,0,0,2,1,1
NC(=O)NS(=O)(=O)c1ccccc1,0.28,7,3,2,0,0,1,1,0,0,0,0,1,0,0,1
COC(=O)c1cc(=O)[nH]c(=O)[nH]1,0.63,6,4,2,0,0,0,0,0,0,0,0,1,0,1,2
CCCCN(SN(C)C(=O)ON=C(C)SC)C(=O)OC,2.5,11,4,3,0,0,0,0,0,0,0,0,2,3,1,0
C=CCNC(=O)N(CCC)CCCCC(NC(C)=O)C(=O)NCc1ccccc1,1.75,22,3,4,0,0,1,0,1,0,0,0,3,1,0,3
Cc1ccc(S(=O)(=O)C2(C(=O)OC(C)C)CCC2)cc1,2.78,15,4,0,0,0,1,0,0,0,0,0,1,0,1,0
CCCCCCN(C)N=Nc1ccc(C(N)=O)cc1,3.69,14,1,4,0,0,1,1,2,0,0,0,1,3,0,0
CCC(C)c1ccccc1OC(=O)NC,2.78,12,2,1,0,0,1,0,0,0,0,0,1,0,1,1
S=C=Nc1ccc(C=Cc2ccccc2)cc1,5.85,15,0,1,0,0,2,0,0,0,0,0,0,1,0,0
Cc1c(I)c(=O)n(-c2ccccc2)n1C,1.27,11,1,2,0,0,1,0,0,0,0,0,0,2,0,0
CCCCCC#N,1.66,6,0,1,0,0,0,0,2,0,0,0,0,1,0,0
NS(=O)(=O)c1ccc(Cl)cc1,1.15,6,2,1,0,1,1,1,0,0,0,0,0,0,0,0
Cc1ccc(O)cc1,1.94,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0
C#CCC(O)(c1cccnc1)C1CCCCC1,2.09,15,1,1,0,0,0,0,0,0,0,1,0,1,0,0
COC(=O)Cc1ccc(O)cc1,1.63,9,3,0,0,0,1,0,0,0,0,0,1,0,1,0
CC(=O)OCc1ccc(Cl)cc1,2.59,9,2,0,0,1,1,0,0,0,0,0,1,0,1,0
NC(=O)c1[nH]cnc1N,-1.1,4,1,4,0,0,0,2,0,0,0,0,1,1,0,1
Fc1ccccc1F,2.37,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0
CCCCNC(=O)c1cccnc1,0.9,10,1,2,0,0,0,0,1,0,0,0,1,1,0,1
CCCCC(=O)CCCC,2.88,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0
COc1nc(N)nc(C(Cl)(Cl)Cl)n1,2.39,5,1,4,0,3,0,1,0,0,0,0,0,3,1,0
CCc1ccc(CC(=O)O)cc1,2.25,10,2,0,0,0,1,0,0,1,0,0,1,0,0,0
CC(C)NC(=NC#N)NS(=O)(=O)c1cnccc1NC1CCCCCC1,2.07,17,2,6,0,0,0,0,0,0,0,0,0,3,0,3
Clc1cc(Cl)c2oc3c(Cl)c(Cl)c(Cl)cc3c2c1,6.59,12,1,0,0,5,2,0,0,0,0,0,0,0,0,0
BrCCCc1ccccc1,3.72,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nc1ccc(Cl)c([N+](=O)[O-])c1,2.06,6,2,2,0,1,1,1,0,0,0,0,0,1,0,0
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,4.64,6,2,1,0,5,1,0,0,0,0,0,0,1,0,0
CN(C)c1nc2ccccc2o1,2.1,9,1,2,0,0,1,0,0,0,0,0,0,2,0,0
CC(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(N)=O,0.23,20,5,4,0,0,1,1,0,0,1,1,4,0,0,3
CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,1.6,14,3,1,1,0,1,0,0,0,0,0,1,1,0,0
O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,3.61,15,2,0,0,1,2,0,0,0,0,0,2,0,0,0
Nc1nc(N)nc(-c2ccccc2[N+](=O)[O-])n1,0.49,9,2,6,0,0,1,2,0,0,0,0,0,4,0,0
Clc1cc(Cl)cc(Oc2ccc(Cl)c(Cl)c2)c1,6.22,12,1,0,0,4,2,0,0,0,0,0,0,0,1,0
O=c1[nH][nH]c(=O)c2ccccc12,0.11,8,2,2,0,0,1,0,0,0,0,0,0,0,0,2
CC(C)N(C(=O)COC(=O)c1ccccc1)C(C)C,2.56,15,3,1,0,0,1,0,0,0,0,0,2,1,1,0
Cc1ccc(Cl)c(Cl)c1NC1=NCCN1,2.35,10,0,3,0,2,1,0,0,0,0,0,0,1,0,2
COC1=C(N2CC2)C(=O)C(OC)=C(N2CC2)C1=O,0.17,12,4,2,0,0,0,0,0,0,0,0,2,2,2,0
COCCOCCOc1ccc(OCCOCCOC)cc1,0.76,16,6,0,0,0,1,0,8,0,0,0,0,0,6,0
Cc1oc2ccc3ccc(=O)oc3c2c1C,2.97,13,3,0,0,0,1,0,0,0,0,0,0,0,0,0
CC12CC3CC(C1)CC(N)(C3)C2,3.01,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CC(C)(O)C(F)(F)F,1.04,4,1,0,3,0,0,0,0,0,0,1,0,0,0,0
NC(=O)Nc1ccc(Oc2ccccc2)cc1,2.8,13,2,2,0,0,2,1,0,0,0,0,1,0,1,1
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,1.51,13,3,2,0,0,2,1,0,0,0,0,0,0,1,1
C#CCC(O)c1cccnc1,1.21,9,1,1,0,0,0,0,0,0,1,1,0,1,0,0
CC1=CC(=O)C(C)=C(C)C1=O,1.82,9,2,0,0,0,0,0,0,0,0,0,2,0,0,0
COc1ccc(C(=O)CC(C)CC(=O)O)cc1Cl,2.6,13,4,0,0,1,1,0,0,1,0,0,2,0,1,0
CC(=O)c1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1,2.41,24,2,3,0,0,2,0,0,0,0,1,1,3,0,0
O=C(NCCCCCOCCCN1CCOCC1)NC12CC3CC(CC(C3)C1)C2,2.7,23,3,3,0,0,0,0,7,0,0,0,1,1,2,2
CCc1ccc(C(=O)OCCN(C)C)cc1,3.15,13,2,1,0,0,1,0,0,0,0,0,1,1,1,0
Cc1ccccc1Nc1ccncc1S(=O)(=O)NC(=O)NC(C)C,3.91,16,3,4,0,0,1,0,0,0,0,0,1,1,0,3
CCC(=O)OC1(C(=O)CBr)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C,3.55,25,5,0,1,0,0,0,0,0,0,0,4,0,1,0
COc1cc(C)nn1-c1nc(C)cc(C)n1,0.73,11,1,4,0,0,0,0,0,0,0,0,0,4,1,0
NC(=O)OCCc1ccccc1,1.5,9,2,1,0,0,1,1,0,0,0,0,1,0,1,0
Cc1cc(Cl)ccc1N=CN(C)C,2.89,10,0,2,0,1,1,0,0,0,0,0,0,2,0,0
CN(C)C(N(C)C)=S(I)c1ccc(I)cc1,0.28,11,0,2,0,0,1,0,0,0,0,0,0,2,0,0
CNC(=S)OCCn1c([N+](=O)[O-])cnc1C,1.12,8,3,4,0,0,0,0,0,0,0,0,0,3,1,1
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1,0.46,16,5,2,0,0,1,0,0,1,1,1,3,1,0,1
Cn1c([N+](=O)[O-])cnc1COC(N)=O,-0.38,6,4,4,0,0,0,1,0,0,0,0,1,3,1,0
CC(C)(C)O,0.35,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0
N#Cc1cccc([N+](=O)[O-])c1,1.17,7,2,2,0,0,1,0,0,0,0,0,0,2,0,0
S=C1CCCCN1,0.13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1
COC(=O)c1cccnc1,0.83,7,2,1,0,0,0,0,0,0,0,0,1,1,1,0
NS(=O)(=O)c1ccc(S(=O)(=O)CCO)c(F)c1,-0.6,8,5,1,1,0,1,1,0,0,1,1,0,0,0,0
